,Id (Review),Review,Sentiment
404,308380,Was able to get 14kw,POSITIVE
405,308378,Chargers all in use.  Blue Mercedes charging for 2+ hours even though the limit is 2 hours.,NEGATIVE
406,308377,CCS/SAE Combo charger is working.  ,POSITIVE
407,308373,Very nice owners. Let me stop twice in one day so as to make the trip to destination and back home in same day with only one $10.00 fee.,POSITIVE
408,308371,dropping a few watts into the tank. Wish they had a level 3 charger,NEGATIVE
409,308369,"called it in, now reading my car. next person trotted it and got the same error ",NEGATIVE
410,308368,NRG has replaced all three machines with new Level 2 equipment.  See added photos.,POSITIVE
411,308362,"Despite having an account (hooked up to PayPal), it gave a message that I was  not on the user list. ",NEGATIVE
412,308361,"network problems, and power looked like it was off....confusing.",NEGATIVE
413,308357,please help plug in thnks!,POSITIVE
414,308356,Fast charging is not functional yet. ,NEGATIVE
415,308354,"Shows both in use on the app, but I'm the only one plugged in. Sorry I realized after I plugged in that I am using the right port but am in the left spot. I will only be here til 4. ",POSITIVE
416,308353,Shopping...,POSITIVE
417,308351,Still only the left Chademo charger is working. :-(,NEGATIVE
418,308350,Out of order. Several partial charges.,NEGATIVE
419,308347,Error shown on screen. Could not charge. ,NEGATIVE
420,308346,3kw 5 minutes perfect,POSITIVE
421,308345,"Hotel guests only, notify front desk to turn on charger. ",POSITIVE
422,308342,both chargers level 3 chargers are out of order as of 1524 p.m. on the 12th of September.,NEGATIVE
423,308341,"Glass still broken. Touch screen doesn't work. Reported via ""Report Problem"" feature. ",NEGATIVE
424,308336,Don't forget to check out the large solar array as you're leaving after you drive over the bridge over US-1,POSITIVE
425,308334,Three of six spots iced,NEGATIVE
426,308330,Far left charger is OOC.  Third charger does not read cards.  Bummer.,NEGATIVE
427,308328,"Caution tape all over the charging unit, not usable. ",NEGATIVE
428,308327,"West plug 40A, East plug 30A, both 200V.",POSITIVE
429,308326,Maroon Volt ICEing a space not charging. ,NEGATIVE
430,308322,"Used the right-most one, the other appeared to be available. Beautiful display shows how to use the charger. It would be nice to get it cleaned off. There appears to be some sort of sticky sap on it. ",POSITIVE
431,308313,7.5 miles off the highway when driving eastbound. A bit of a drive to get here. I drove around the Nissan and Toyota dealers down the road but no external chargers there. This one is front and center as soon as you pull in. It's a single charging station putting out 200 volts at 29 amps. ,POSITIVE
432,308312,"Charging at 132mph at peak.  A little hard to find (it's at the far end of the factory, next to the delivery/tour building, and virtually all spots were filled by employees whose cars were finished charging, during my daytime/afternoon stop.",NEGATIVE
433,308309,"One L2 charger giving 21MPH on a Tesla.  25 minute process to enroll in network over phone though, and charger must be renewed every hour.  No pro-rating of hours either.  Angry old hippie in Fiat, LP elc+trc, didn't like that we beat him to the spot but hadn't joined the network first.  Nice...real nice.",NEGATIVE
434,308306,"they turn off the power at 7pm, at least on Friday evenings.",NEGATIVE
435,308305,Out to lunch until 2016 -- checkin created before location officially marked open,NEGATIVE
436,308304,"Two chargers, two ices. Cord reached to one open spot. ",NEGATIVE
437,308303,Plugged in charging ,POSITIVE
438,308302,First time here. Kia just left. ,POSITIVE
439,308298,Had trouble with the QC connector and It shut itself off at 69%. Didn't want to pay another $2 so went to the level 2. ,NEGATIVE
440,308297,Worked great.,POSITIVE
441,308296,Panda Express in same parking lot. Good for lunch. ,POSITIVE
442,308291,Fault: Charger Problem,NEGATIVE
443,308289,"Very busy charging station, should be done in less than an hour",NEGATIVE
444,308288,Best parking place in the lots. Just around the bend from the main entrance. ,POSITIVE
445,308287,I be back 4:30. Need to be full charge. Please do not unplug. ,POSITIVE
446,308285,L3 charger shows error; customer service confirms it is still awaiting repair. L2 charger refused to accept my card. 3rd charger in a month I've tried where my card doesn't work. Customer service started the charge remotely. This is a continuing problem with EVGO - long waits to fix chargers (weeks to months) and card readers not working. C'mon guys!!!!!,NEGATIVE
447,308283,The same white LEAF is here taking up a spot that others could use.  Please move when done so others can use.  Another LEAF is one charging but locked the charge handle to the car.  ,NEGATIVE
448,308282,It's a bit off the highway but if you are in a pinch it is here and it is working. However its only 199 volts charging at 14.9 amps. The unit was off when I got here but there is an on/off switch to the right of the unit. There is a movie theater a block over and a good pizza/wing place. You may want to plan on going to one of those to waste time because 15 amps is pretty slow.  I'm getting 11 miles an hour in my Rav EV. ,NEGATIVE
449,308277,"Some really inconsiderate Prius driver is parked in the charging stall, but not charging. I'm so irritated! And LOW BATTERY! Grrrr",NEGATIVE
450,308275,"Full house, two other Tesla's waiting to charge...",NEGATIVE
451,308274,One the first floor really convenient and BROWARD mall is in walking distance so you can leave ur car charging while you shop at the mall this is by far the best location I've charged my lead in also there are 2 outlets which u can bring ur own charger and use ,POSITIVE
452,308272,Back online today.,POSITIVE
453,308268,"Both times I've been here, I've had to have them turn the breaker on.",NEGATIVE
454,308265,Working with Blink card,POSITIVE
455,308264,Here to bike some less traveled roads.  Good spot. Thanks ChargePoint and Caliper!,POSITIVE
456,308262,Two out of the four spots are in use now,POSITIVE
457,308257,2 Chevy volts charging. ,NEGATIVE
458,308256,Don't come on game day they won't let you in without a pass,NEGATIVE
459,308254,Some tesla is sitting there not charging. Come on people!!!,NEGATIVE
460,308251,Level 3 charger works.  Free trial mode.,POSITIVE
461,308248,You have to ask for 50a outlet or they'll give you a spot with a weird 30a socket. Still only get 205v so it takes a long time. Food at casino is not very good. ,NEGATIVE
462,308247,Charger is gone but there is a pole coming out of ground in front of new location one block to west but no charger yet,NEGATIVE
463,308244,left at 1:20 and there was one open spot,NEGATIVE
464,308242,"Couldn't find anyone to talk to, but the building is surrounded by very cool solar and wind power installations, awesome eco-themed sculpture and the building itself it really neat. You do have to drive WAY back past the Diesel building and lots of Tractors to find it, but worth the effort. And, of course, thank you VERY MUCH to WWCC!",POSITIVE
465,308241,18 mph added @5.8kW,POSITIVE
466,308239,Charging at 360 mph,POSITIVE
467,308237,Really disappointing.  Only 2 chargers.  Always taken. Even worse are hybrid electrics fully charged sitting in the spot for over an hour and a half.  People need to sow more courtesy.,NEGATIVE
468,308236,"Public restrooms in Lownsdale Square two blocks away, on Salmon St. between 3rd and 4th. ",POSITIVE
469,308231,"a Fiskar hybrid is,also charging. ",NEGATIVE
470,308228,0.50$ per hour. Good price.,POSITIVE
471,308223,Two chargers now available. ,POSITIVE
472,308220,"Pretty snazzy QC, using one for a bit.",POSITIVE
473,308216,"Nice, very easy to use. ",POSITIVE
474,308209,2B. 320 mi/hr,POSITIVE
475,308208,Opportunity Charging. OK to unplug me if you need a charge. 2 slots still open,POSITIVE
476,308207,Was traveling through and spending the night nearby. I called and asked if I would be able to charge and was met by a very enthusiasts Yes! I explained I would be in town after normal business hours and didn't mind. I was able to get a full charge before continuing my trip. Highly recommend! ,POSITIVE
477,308205,The charge station is behind the service center parking lot. ,POSITIVE
478,308201,wotgs great. Makes you download app to charge 30 cents convenience fee 1 per hour ,POSITIVE
479,308200,Station is powered down and unresponsive.  sad-looking Ford Focus Electric parked next to it.,NEGATIVE
480,308199,notes these are only putting out 16 amps at 3 .3 kW so if your car can take more you are pay too much by the minute. I'll report the low amps roo.,NEGATIVE
481,308196,2 still seem to work and serial 211431 still looks deaf. I will report it again. I know their fiskar uses one of these every work day. ,NEGATIVE
482,308193,Tried multiple times to charge my Tesla S using the CHAdeMO adapter and it did not charge.  Has anyone else successfully charged their Tesla using the CHAdeMO? ,NEGATIVE
483,308191,Chargepoint unit says decommissioned but it will still release the charger after a long pause. ,NEGATIVE
484,308187,"Can't believe we are the fourth car at the supercharger, had never seen so many Tesla owners greeting each other !",NEGATIVE
485,308185,Logistics: many hotels are within a mile of the supercharger. We stayed at Hampton Inn and Suites about 1.1 miles away. We simply walked back and forth from the supercharger to get some exercise.  ,POSITIVE
486,308184,"DC fast charger still not working as of 11:00am today     Thanks, Phil",NEGATIVE
487,308183,Easy to find. Close to highway 70.  3rd stop from chicago.,POSITIVE
488,308182,Charger is working ,POSITIVE
489,308175,Should be done by 4:00 pm.,POSITIVE
490,308170,I moved my volt when it was done charging. One spot open. Mercedes is fully charged so move your car when possible. ,POSITIVE
491,308169,"I had asked management to put up cones for those two spaces because they were being ICE'd.  They have placed stanchions for now until they install signage. In the meantime, it would be helpful to put one stanchion back in the middle of the spot before you leave. ",POSITIVE
492,308165,DO NOT PARK IN THE CHARGING SPACE IF YOU AREN'T GOING TO CHARGE!  There is a BMW electric there now that isn't plugged in.  ,NEGATIVE
493,308162,Full,NEGATIVE
494,308157,"Took four tries to get charge to start. I keep getting ""error, try again"" which means swiping my card 4 times. I hope I don't get charged the $4.95 minimum four times. But, now that it's started, I'm getting 140mph charge rate which is good. ",NEGATIVE
495,308152,Still working well. Thank you KCP&L.,POSITIVE
496,308150,"Upgraded Nema 5-20, but a bad socket wiring message comes up on my tesla. ",NEGATIVE
497,308148,Would not fit leaf. Need adapter.,NEGATIVE
498,308147,I think someone either made a mistake or is pulling our legs. This is EV no mans land. There's only one Level 2 charger within a hundred miles of this place. The CCS at this location looks good on the map though.,NEGATIVE
499,308146,First time here. Art In LA is charging his i3.,POSITIVE
500,308140,Charger 3 not working well. Keeps shutting itself off,NEGATIVE
501,308138,Right off I35.  Pastries and coffee were great! ,POSITIVE
502,308137,CCS charger in the middle of nowhere? I don't believe it.,POSITIVE
503,308136,No wires and blocked . Never have been able to use this spot for the past 3 years!,NEGATIVE
504,308132,Max charging at 32 miles per hour.,NEGATIVE
505,308130,1 Dc units are off and 1 of them is showing an error -Nissan one -- checkin created before location officially marked open,NEGATIVE
506,308128,"I would say it's far from common. I would say that a small number of people who either don't care about information accuracy or don't the difference are calling chargers, that should rightfully be CCS or CHAdeMO, Level 3 chargers.",NEGATIVE
507,308127,Great place to charge while visiting the fascinating Kohler Design Center. ,POSITIVE
508,308125,Green lots app would not work. ,NEGATIVE
509,308124,Looks like you have to get here before 10 AM on a busy weekend to get a spot,NEGATIVE
510,308123,"Volt using charger, not checked in. ",NEGATIVE
511,308121,No trucks here today. Not iced! _x1f600_,POSITIVE
512,308115,Parking in Back Lot of Whole Foods.,POSITIVE
513,308112,Tesla HPWC worked well.  Charger is active all the time.  Front desk says $15 fee at check out.,POSITIVE
514,308109,Chargers are all full,NEGATIVE
515,308105,9/12/2015 - Another Spark EV charge w/o problems.,POSITIVE
516,308102,"All L2 chargers in use.      One DC charger down, the other in use despite showing available in the app",NEGATIVE
517,308100,Charger not reading card. Called and was told charger is down and not communicating with network.,NEGATIVE
518,308096,"Was not able to charge on Thursday. Two other electric vehicles were there and they could not charge either. App said ""station fault"". Too bad, my first attempt to charge here. ",NEGATIVE
519,308094,Thanks BMW! :) ,POSITIVE
520,308093,This would have been great if not for a System Error. Unable to charge. Very easy access from free way. No support on weekends and after 5pm. ,NEGATIVE
521,308092,"@Dans Focus Electric, any DC fast charging is commonly referred to as level 3 even though it's not an official standard designation. ",POSITIVE
522,308091,"Charged successfully last night, but the unit charged for more than 30 minutes. Did they change the policy?",POSITIVE
523,308088,Both stations taken.  Please help plug in the blue spark when done.,NEGATIVE
524,308087,Thanks for the charge and conversation!  On road trip from Nova Scotia.,POSITIVE
525,308086,The quick charge station's card reader is currently busted. Had to call and have them authorize it remotely. Charger works fine though!,NEGATIVE
526,308084,At the HPWC. ,POSITIVE
527,308081,All equipment looks ready to go.  All they need to do is get it online so we can use it.,POSITIVE
528,308079,Tesla S.  very ev friendly.  open year round.,POSITIVE
529,308075,Charger is very faulty.  But after 4 tries.  Got it to work. ,NEGATIVE
530,308074,Spots ICEd. ICE cars allowed to park for 15 minutes at a time. Pretty sure that's often not abided. ,NEGATIVE
531,308070,3B. 318 mi/hr,POSITIVE
532,308069,All full.,NEGATIVE
533,308064,No available space - volt and leaf at two stations.... Clearly they need more. ,NEGATIVE
534,308063,Trying to give the guy currently charging a hint that over 20 min charging and getting to a full charge is not correct EV etiquette!,NEGATIVE
535,308062,2014 Leaf CHAdeMO - National Drive Electric Week!  ,POSITIVE
536,308059,Forgot to mention there's a beat up Ford SUV blocking one charger. We notified security. ,NEGATIVE
537,308055,Blue Prius parked in one of the spots but not plugged in- I parked next to it and the long cord reaches my car.,NEGATIVE
538,308052,Center two chargers are not functioning.,NEGATIVE
539,308051,Dealer acted fast to move ice for me!,POSITIVE
540,308048,Getting 5.9 kWh out of station 1 right now.,POSITIVE
541,308045,1 works and one says charge fault. ,NEGATIVE
542,308042,Charged here a few times in past. Not working today. My car is reporting that the grid is not providing enough power.,NEGATIVE
543,308040,fast charging not working. they are waiting for the tech to be available to come out and repair. L2  Is available.,NEGATIVE
544,308037,Two stations within a few hundred feet! Easy to find. Great eateries while you wait. ,POSITIVE
545,308036,#CharlotteElectricAutoAssociation,POSITIVE
546,308033,Error code 10007,NEGATIVE
547,308029,As of today 9/12 the old charger is still taped off and not moved to new carport area,NEGATIVE
548,308008,thank you Caledon,POSITIVE
549,308007,Not iced today. No signs or markings yet. Far left charging port smells very bad due to drainage of gas and diesel. ,NEGATIVE
550,308005,one spot available as of 9:15 ,POSITIVE
551,308003,"""fast"" charger is charging @ 10kW when others charge @ 35-45kW, but I'm not in a rush & it's way faster than the 2-4kW I get from most 220 chargers. Thanks BMW! :) ",POSITIVE
552,307999,Blocked by gas cars. Kudos to the zoo for offering these at least. Wish theyd let you park behind offenders and plugin.,NEGATIVE
553,307998,"The right side does not work the left side works fine at least for me, that is as you're facing the machine. again that's as of 9:13 a.m. .",NEGATIVE
554,307996,"Doesnt seem metro males it easy. My ev exp after three months is the only reliable source is at home, and even then s**t happens, as it did the other night when my plug worked loose and i vharged partially.  Fortunately i noticed and took my trickle charger and extension cord and charged at work so i could get back home without stopping somewhere for a charge.  ",NEGATIVE
555,307986,Only one station? Is it usually taken. ,NEGATIVE
556,307983,No prob from 60-92% on L3.,POSITIVE
557,307981,Cord is loose and needs to be pulled upwards at the plug head for the unit to work. ,NEGATIVE
558,307980,Has anyone found fast charge in LA area that is free?  Only hat i know of are in orange and san diego counties. ,NEGATIVE
559,307978,Parking in spots all day is a great way to get ur ev jacked,NEGATIVE
560,307974,1st stop from Chicago to Yellowstone.,POSITIVE
561,307973,Quick charge station not functioning.,NEGATIVE
562,307967,I love the smell of free electrons in the morning. _x1f601_,POSITIVE
563,307966,Free with chargepoint card swipe.,POSITIVE
564,307960,Station has no power,NEGATIVE
565,307959,Charge Point charger did not appear operational. Second EV charger works fine so far. ,NEGATIVE
566,307958,"Charge interface said not come up on Plug-share app, and I have used many Ford Restricted chargers with Plug-Share app, Ford employee.",NEGATIVE
567,307957,"Display still showing garbled nonsense, but charger works when activated with vernetwork app.",NEGATIVE
568,307953,This is a duplicate and will be deleted.  Please check the map for existing listings before adding a new one!,POSITIVE
569,307948,"Use the eastern most charger - that one is working. Last time I was here, the western charger was no good.",NEGATIVE
570,307941,Get there early!,POSITIVE
571,307939,CCS working great!,POSITIVE
572,307938,All four spots in use by EVs,NEGATIVE
573,307933,wife is charging her Model S here while shopping.,POSITIVE
574,307928,Not sure what the point of this is if it's not working...shameful on one loudoun management,NEGATIVE
575,307927,"Quick charging my i-MiEV. There's also a white i3 on level 2. Heading to Kohl's for Drive Electric Week, 11-5 today.",POSITIVE
576,307924,fast charger still does not work,NEGATIVE
577,307916,Passing through from Nova Scotia. Excellent stop for both humans and Tesla. ,POSITIVE
578,307915,RS-232 error.  -- checkin created before location officially marked open,NEGATIVE
579,307912,Thanks whole foods! I will be shopping here more often now!,POSITIVE
580,307909,charger back up and running again,POSITIVE
581,307907,Call the city's parking enforcement and they will issue a ticket since this is public park. ,POSITIVE
582,307899,"I was lucky, it was available ! But right after we left, it was ICEd by an ICE-hole.  ",NEGATIVE
583,307898,Thanks!,POSITIVE
584,307896,"This place saved me last night.  I was even willing to eat here but they closed when we arrived.  Anyways, long story short the let me charge for three hours while I was at beautiful Niagara Falls.  Thanks guys so much!",POSITIVE
585,307895,NOT WORKING ,NEGATIVE
586,307891,OUT OF SERVICE for longer than a week. ,NEGATIVE
587,307890,"Thi charger is out of service for longer than a week, I called the number (213) 367-1415 and left a message. Will see. ",NEGATIVE
588,307887," Merci à la ville de Ste-Julie , Nissan Canada et le CÉ pour cette BRCC très utile et bien localisée",POSITIVE
589,307872,parking slot available and worked just fine,POSITIVE
590,307871,"Great spot for a charger.  Well marked, and rarely ICE'd",POSITIVE
591,307863,Super friendly staff moved ice for me. Said they're very disappointed with the signet charger. Apparently there's only one person on the eastern seaboard that can service these things. ,POSITIVE
592,307860,A real electric watering hole....,NEGATIVE
593,307859,charger is now repaired.,POSITIVE
594,307858,charger is now repaired !,POSITIVE
595,307856,Charger is now repaired and back online!,POSITIVE
596,307849,Parking isn't free at all! Enter by the 101 Huntington Av. to charge. Rates are up to 40$/24hr. 14$ flat fee after 5PM and left before 3AM. ,NEGATIVE
597,307844,Trying to go from east end of PGH to Youngstown on a single charge. Chickened out. ,POSITIVE
598,307835,"Just move cone, and be sure to replace for the next EV. Quiet station compared to others I've used. ",POSITIVE
599,307823,they finally got the CCS combo charger working!!! thank you!!,POSITIVE
600,307820,$0.30kwh,NEGATIVE
601,307813,"Black Chevy Silverado parked in EV spot at 10:10pm, 9/12/15. Waited 5 minutes for driver to return and move his vehicle. ",NEGATIVE
602,307806,"I charged my Volt here while visiting campus and staying at the Morris Inn, the campus hotel, which is about a 10 minute walk away. There are two Eaton level-two chargers with signs posted that the spaces are only for EVs and only while charging with a four hour limit. That's good, but the signs also say by permit only so it is possible that the spots aren't meant for visitors. The parking lot is huge to handle football game crowds but was nearly empty when I visited. If I were to go again, I'd try to find out ahead of time if visitors are allowed to use the EVSE. ",POSITIVE
603,307793,"Busted. Right side fades out, left side doesn't recognize touch",NEGATIVE
604,307781,Worked Great!! The fast charger was working along with the regulars!,POSITIVE
605,307773, nice place to rest,POSITIVE
606,307771,"This is the first station in BMW/VW's rollout of a DCFC corridor in the Northeast US.  Here's an article about it:          http://bmwi3.blogspot.com/2015/08/first-dcqc-unit-in-east-coast-express.html          Quoting:  ""The site is just two blocks from exits off I-91 and off I-84.  We have one SAE combo DC fast charger and 10 level 2 chargers (3 duals in the surface lot and 2 duals up the ramp within the covered garage).  Power  for all 11 Chargepoint chargers comes from a 400kw fuel cell adjacent to the chargers that also provides renewable clean energy to heat and power the apartment tower….We have three coffee shops on our block, including a Blue State Coffee on the first floor of 777 Main opening in September.  And there are over a dozen great restaurants nearby as well as a great camera shop, CVS, banks and the Hartford Atheneum museum to enjoy while charging.""",POSITIVE
607,307763,Unit 2 is broken.  The cord is loose where it is attached to the plug.  It only works when the cord is pulled up vertically rather than hanging down.,NEGATIVE
608,307761,Station easy to find. Adding just enough KW to get home.,POSITIVE
609,307759,Stopped by to buy groceries and reset the EMERGENCY button pressed error. But still could not charge as I was getting a charge connector error. Possibly due to the broken handle not allowing me to make a good connection. But left the unit reset for others.,NEGATIVE
610,307758,Working great,POSITIVE
611,307757,Quick charger worked well. Got to 80% in about 15 minutes,POSITIVE
612,307753,WEST VALET ONLY. ,POSITIVE
613,307746,Broken,NEGATIVE
614,307745,"Barry, once an EV is done charging, charging etiquette allows you to unplug them & use the charging station :-) I usually close their charging port door & if I can leave a kind note letting them know they were done charging:-)",POSITIVE
615,307743,Easy to find. And the best thing is you can shop and grab a bite while the car is charging :) ,POSITIVE
616,307740,i3.  here for an hour.  both chargers are working.  ,POSITIVE
617,307734,Plenty of chargers here ,POSITIVE
618,307733,"Nice, on the South Side, by Pharmacy",POSITIVE
619,307732,"If you're waiting in a spot 10 spaces away and leave to go get some food, you lose your spot. That's for you silver Spark! ",NEGATIVE
620,307729,Out of order....3 days in a row :( ,NEGATIVE
621,307727,The entire station was unresponsive and phone support was very slow. ,NEGATIVE
622,307725,I think it needs to be reset.,NEGATIVE
623,307720,"Once I'm done, feel free to unplug and use of I'm not back.",POSITIVE
624,307717,ICE'd...  BMW suv,NEGATIVE
625,307714,"DCQC on the left side, from 30% to 80%.",POSITIVE
626,307713,Added: To charge you must pay for a minimum of one night. In our instance that equated to $40.,NEGATIVE
627,307710,"""Cost"" field references a Level 3 charger. There is no such thing as a Level 3 charger. There are Level 3 chargers in Europe but this station is not in Europe. The normal 240V EV charger is based on the SAE J1772 AC Level 2 standard. There is a SAE J1772 AC Level 3 standard but it's a 240V, 3 phase standard that has not been adopted by any auto manufacturer in the United States. The CCS chargers common at many charging stations are based on the SAE J1772 DC Level 2 standard. The CHAdeMO chargers are not based on the SAE J1772 standard and therefore the level designations do not apply.",NEGATIVE
628,307709,Unit is not communicating properly. Repair has been dispatched. ,NEGATIVE
629,307706,Working flawless as usually! ,POSITIVE
630,307702,"Now able to charge, Leaf gone. Notice the ""Charging"" light not working on clipper creek but car says its charging.",POSITIVE
631,307701,non ev in spot,NEGATIVE
632,307700,"Edd, there's a reason the Royal Farms box is emblazoned ""fast charger."" L2 is not. Literally, drive up the road (MD-355) if you seek J1772. :)",POSITIVE
633,307693,"Both Quick Charge stations are currently turned off, don't even waste your battery charge trying to come here. Hopefully these stations are fixed soon.",NEGATIVE
634,307692,Occupied,NEGATIVE
635,307691,"Arrived with a half full battery, and plugged in to station 2B. Pulling over 215 mi/hr charging rate. ",POSITIVE
636,307688,"Not for smart. Charger was bigger and probably for tesla, etc. ",NEGATIVE
637,307687,"Finally, somewhere to charge in Donegal! Too bad it's only 120 though. Did the hotel staff okay its use?",POSITIVE
638,307681,Right side worked great,POSITIVE
639,307680,Fast charger down with a thermal error. Level 2 chargers all working.,NEGATIVE
640,307678,"Needed 20-miles to reach my destination, but feel $12 is literally highway robbery for a public institution. Instead went to the Sherif Station at 27050 Agoura Rd. 3.3mi and 10-min away. ",NEGATIVE
641,307675,All taken,NEGATIVE
642,307674,Full,NEGATIVE
643,307673,No problem _x1f60a_,POSITIVE
644,307672,black tesla on chargepoint,POSITIVE
645,307671,Lately non ev cars are parked there. Frustrating. ,NEGATIVE
646,307670,"I think they replaced the LED screen, because it looks new and I can read it now. ",POSITIVE
647,307669,Right side qc works but takes A lot of tries to get it to latch and work. Left side still out of order. 1 level 2 available other charging dealer car all night.,NEGATIVE
648,307665,Tesla S ....used NEMA 10-50 outlet.   Friendly folks.  Thanks. ,POSITIVE
649,307663,"There is a red Volt plugged in, not charging. A silver Leaf plugged in not charging. I'm in the EV space awaiting use of the charger, will check back later to see if charger becomes available.",NEGATIVE
650,307662,Lame.  One less DCFC to rely on over the weekend.,NEGATIVE
651,307660,Both stations are not working properly.  No signage saying that service is not available      09/11/15,NEGATIVE
652,307656,Fri night off the grid...charge and food!!!,POSITIVE
653,307655,EVs just taking up the fast charging spots even though not using the charge points!,NEGATIVE
654,307654,They are 60A charges but the current was reduced from 48A to 36A by the car due to bad wiring. ,NEGATIVE
655,307653,Fast charge working great. Handle is a little touchy.,POSITIVE
656,307651,charger working fine.,POSITIVE
657,307650,Done at 6:15 still free,POSITIVE
658,307646,Second charger has been broken for months despite being reported on multiple times.  Will not release.,NEGATIVE
659,307641,"Go to the Hilton lobby to kill some time. Clean facilities, good AC",POSITIVE
660,307637,Called today still not working ,NEGATIVE
661,307635,both stations busy,NEGATIVE
662,307626,L2 on east station not working,NEGATIVE
663,307620,"Looks like they may start enforcing the paid parking rules soon. Gates were down for the first time today, with a note that said ""parking is free today"". Thankfully Starbucks validation will be good for 90 mins free. ",NEGATIVE
664,307612,Effective 9/16 this lot will be employee parking only between 7:30am - 3p,NEGATIVE
665,307609,"yes, found the emergency shutoff was pressed. followed the tips and turned it clockwise. reseated the connection to my car and now is charging fine",POSITIVE
666,307608,All full. ,NEGATIVE
667,307606,"Bruce from GoE was there around 4pm.  It is up and working.  The unit suffers from a new owner who isn't as EV loving as the former owner.  Translation is, It's not being used enough.  Let's turn this one around.  ",POSITIVE
668,307600,There are no standard Level II chargers at this mall. Could not find the 120 volt outlet.,NEGATIVE
669,307597,Parking spaces in front of chargers open and available. Thank you!,POSITIVE
670,307596,Both Qc's are toast one says out of order right one definitely out of order,NEGATIVE
671,307592,"dcfc plug doesn't  click in well. Took three tries to get it to work without ""error"" message. Had to push on plug during communicating phase.",NEGATIVE
672,307591,Fence still up so not operational yet. Located on the front corner near Jumpstreet & Books a Million.  -- checkin created before location officially marked open,NEGATIVE
673,307590,right charger not working - think it was working earlier so maybe intermittent problem,NEGATIVE
674,307589,Still out of order ,NEGATIVE
675,307585,Yay!,POSITIVE
676,307584,"Nice place nice people, museum and old trading post. Charged Tesla at 29mph.",POSITIVE
677,307581,"Got it to work on the third time. First time it won't  read RFID and remote start using app keeps rejecting request. Flipped the big switch behind it and second time it charged for 1.5 minute and saying charging completed while battery level is at 46%. Anyhow, glad it's fixed now. I hope they'll have the AAA at WT Harris fixed soon too.",NEGATIVE
678,307579,The charging station move is completed.  I successfully topped off my car with it today.,POSITIVE
679,307578,Here until 630p,POSITIVE
680,307575,"this is a charging spot, not a parking spot. a cmax is parked here",NEGATIVE
681,307574,"We drove from Defuniak Springs FL after seeing a couple of state parks. So to reach Lake City supercharger I wanted to add about 20 miles. I hooked up the charger that's in the parking lot and we went over to the Sheraton bar and restaurant, had coffee and snacks. ",POSITIVE
682,307570,Still working! :-),POSITIVE
683,307567,screen blank and didn't work at first but connected /reconnected a few times and eventually the startup screen came on and it worked.  thanks Mitsubishi !,NEGATIVE
684,307564,Iced again,NEGATIVE
685,307561,"Charging station is in the University side of the store, not the SR 84 facing side. ",POSITIVE
686,307556,On level 2,POSITIVE
687,307549,Arrived today 9/11/15 and found new cable and new SAE J1772 charge handle installed. Plugged into Leaf and used my SemaConnect RfID card to initiate charging session successfully! The charge station was reporting an error code on the LCD display but still charged my EV as intended.,NEGATIVE
688,307548,Unable to charge my car because the manager decided to park his Sentra in the EV stall. Waited for him to move it and he never did.  Took a picture.  ;),NEGATIVE
689,307547,"I saw workers today. They said it will be finished today. They still need to get it approved. If not today, Monday. -- checkin created before location officially marked open",NEGATIVE
690,307543,Works great!,POSITIVE
691,307538,Not on P2 as all the security people believe. Works great,POSITIVE
692,307537,"One station is showing a diagnostic error, but it is still functional.",NEGATIVE
693,307533,il me reste une heure. L'autre espace est pris par une Volt NON branchée.,NEGATIVE
694,307532,Card reader on charger does not work. Had to call nrg to start charge session. ,NEGATIVE
695,307529,Good DC fast charge. ,POSITIVE
696,307527,Diagnostic error- tried 7 x,NEGATIVE
697,307525,Great charger! Thanks Peavey Mart and SCH! ,POSITIVE
698,307524,"Arrived with 48 miles left in the battery. Hooked up to station 1B, and I'm seeing over 350 mi/hr charging rate. No spots ICE'ed in the evening. Contrary to the note mentioning Walmart, the nearest large store to the Superchargers is Old Navy (also Office Max and Hobby Lobby). If you pass the Starbucks, you've gone too far. ;-)",POSITIVE
699,307523,"Down again. Will be curious to see their definition of ""shortly"". Irvine Nissan has been down for months after repeated inquiries. It does still charge you so be careful. ",NEGATIVE
700,307522,"signed up for greenlots today, 1st time using the quick charge, I have an erection",POSITIVE
701,307519,Nice place!,POSITIVE
702,307518,People you CAN NOT charge 2 cars at one time! It's very inconsiderate to plug your car while another car is charging!,NEGATIVE
703,307516,It's back! A working QC!,POSITIVE
704,307515,"unable to charger,  both chargers still just blocked by construction",NEGATIVE
705,307509,Broken,NEGATIVE
706,307508,Charging without issues,POSITIVE
707,307507,DC charger not working. ....again,NEGATIVE
708,307505,Working good today.  No drama.  Cost keeps freeloaders and crowds away.  _x1f44d_,POSITIVE
709,307502,"Hey, Mercedes driver, ""EV"" stands for ""Electric Vehicle,"" not ""Extremely Vain!""",NEGATIVE
710,307496,http://www.teslamotors.com/findus/location/supercharger/columbiasupercharger,POSITIVE
711,307482,Great to see a charger in Powell River!,POSITIVE
712,307481,"The DCQC on the left would not respond to my card, but the one in the right works so far.",NEGATIVE
713,307479,L3 work great!,POSITIVE
714,307475,"Had to flip the breaker, charger wasn't reading it was plugged in. Working fine now",POSITIVE
